lights,Press_mm_hg,Windspeed,Visibility,Tdewpoint,T-in,RH-in,rv,RH-out,Appliances
20,764.5666667,15.5999999988,40.0,1.5,21.92683333375,37.06285714375001,20.47972743,30.9649999985,80
10,764.6,16.2,40.0,1.4,21.899166667499998,36.88871428625,30.90202441,31.08,70
0,764.6333333,16.8000000012,40.0,1.3,21.884702381249994,36.8487410725,45.07691202,31.1500000015,50
0,764.6666667,17.3999999988,40.0,1.2,21.847395833749996,37.026041667499996,15.2821473,31.466666665,50
0,764.7,18.0,40.0,1.1,21.830000000000002,37.17424999875001,1.690542768,31.6,50
0,764.6666667,18.0,40.0,1.17,21.794999999999998,37.264642856250006,23.4301406,32.080833335,50
0,764.6333333,18.0,40.0,1.23,21.77678571375,37.324642856249994,40.43904339,32.7333333315,60
0,764.6,18.0,40.0,1.3,21.746785713749997,37.361428571249995,37.97815472,33.5,40
0,764.5666667,18.0,40.0,1.37,21.715833333749995,37.443678571250004,4.422057106,34.0166666685,60
0,764.5333333,18.0,40.0,1.43,21.6991666675,37.50333333375,25.35478233,34.516666665,60
0,764.5,18.0,40.0,1.5,21.663690476249997,37.556809523750005,21.21492461,35.031666665,50
0,764.5,17.3999999988,40.0,1.52,21.645833333749998,37.6182291675,0.707044732,35.63166667,60
0,764.5,16.8000000012,40.0,1.53,21.613035713749998,37.64302083375001,15.13999728,36.198333330000004,40
0,764.5,16.2,40.0,1.55,21.590416666249997,37.692,32.84191919,36.595,50
0,764.5,15.5999999988,40.0,1.57,21.564583333749997,37.742440476249996,2.524539945,37.21166667,20
0,764.5,15.000000001200002,40.0,1.58,21.53916666625,37.77375,40.95986077,37.681666665,30
0,764.5,14.4,40.0,1.6,21.5318452375,37.824940476250006,16.809026,38.328333334999996,30
0,764.5,14.4,40.0,1.65,21.4929166675,37.85266666625,2.203635883,38.981666665,60
0,764.5,14.4,40.0,1.7,21.475416666250002,37.913571428750004,36.77555827,39.465,60
0,764.5,14.4,40.0,1.75,21.47541666625,37.91583333375,24.96303057,39.981666665,60
0,764.5,14.4,40.0,1.8,21.467321428749997,37.9405952375,27.99741885,40.85,50
0,764.5,14.4,40.0,1.85,21.4375,37.941208332500004,48.92115324,41.7,50
0,764.5,14.4,40.0,1.9,21.421845237499998,37.972738095,15.28886972,42.7,40
0,764.4333333,14.4,40.0,1.93,21.41291666625,37.99470833375,6.574112712,43.215,50
0,764.3666667,14.4,40.0,1.97,21.39494047625,38.00351190375,15.89832446,43.864999999999995,50
0,764.3,14.4,40.0,2.0,21.36732142875,37.9920833325,6.843536359,44.566666665,60
0,764.2333333,14.4,40.0,2.03,21.35041666625,38.0143452375,10.1075386,45.08,60
0,764.1666667,14.4,40.0,2.07,21.34875,38.04991666625,10.36014761,45.83,60
0,764.1,14.4,40.0,2.1,21.33208333375,38.057583332499995,32.91336112,46.283333335,50
0,764.0166667,14.4,40.0,2.07,21.340535713749997,38.10595238,3.046118387,46.05,50
0,763.9333333,14.4,40.0,2.03,21.325,38.088666666250006,4.029012413,46.363333335,40
0,763.85,14.4,40.0,2.0,21.315624999999997,38.103624999999994,48.37978351,46.896666665,50
0,763.7666667,14.4,40.0,1.97,21.301011904999996,38.136726190000005,33.74818065,47.25,50
0,763.6833333,14.4,40.0,1.93,21.292499999999997,38.143166667500005,26.90485744,47.23,50
10,763.6,14.4,40.0,1.9,21.279642857499997,38.16642857125,7.123356382,47.646666665,60
0,763.5666667,14.4,38.16666667,1.93,21.267202379999997,38.166250000000005,47.34372017,48.06166667,50
0,763.5333333,14.4,36.33333333,1.97,21.261249999999997,38.1695,29.01148937,48.47833333,40
0,763.5,14.4,34.5,2.0,21.23625,38.1971875,20.83082002,48.581666665,30
0,763.4666667,14.4,32.66666667,2.03,21.24083333375,38.215333333749996,36.67529662,49.095,30
0,763.4333333,14.4,30.83333333,2.07,21.209791667499996,38.24875,7.61043696,49.914166665,30
0,763.4,14.4,29.0,2.1,21.19208333375,38.29960416625,23.45766015,50.233333335,60
0,763.4,13.7999999988,29.0,2.02,21.17375,38.307261905000004,36.70958296,50.496666669999996,40
0,763.4,13.2000000012,29.0,1.93,21.172916667499997,38.341499999999996,29.2025886,51.761666665,60
0,763.4,12.6,29.0,1.85,21.16,38.318928571250005,41.89327863,52.465,50
0,763.4,11.9999999988,29.0,1.77,21.1475,38.315000000000005,0.522323779,53.8,60
0,763.4,11.4000000012,29.0,1.68,21.13547619125,38.31642857125001,20.0256669,54.8,50
0,763.4,10.8,29.0,1.6,21.11291666625,38.324999999999996,9.001214942,55.4,60
0,763.3833333,10.199999998800001,29.0,1.52,21.114642857499998,38.307269344999995,23.78204723,55.8,80
0,763.3666667,9.6000000012,29.0,1.43,21.10309523875,38.26208333375,2.85055713,56.6,60
20,763.35,9.0,29.0,1.35,21.08925,38.2611666675,8.594517817,57.333333335,60
10,763.3333333,8.3999999988,29.0,1.27,21.07642857125,38.24483928625,37.17070502,57.75,70
20,763.3166667,7.8000000012,29.0,1.18,21.077999999999996,38.2461666675,36.00318164,58.216666665000005,80
10,763.3,7.2,29.0,1.1,21.064583333749997,38.350863094999994,16.42549547,58.8,70
0,763.2833333,7.2,28.5,1.1,21.073749999999997,38.46360714375,23.64843658,58.846666665,120
0,763.2666667,7.2,28.0,1.1,21.06041666625,38.51367857125,7.573555305,58.828333334999996,50
0,763.25,7.2,27.5,1.1,21.06916666625,38.51279761875,6.227325078,58.7575,50
0,763.2333333,7.2,27.0,1.1,21.05166666625,38.46369047500001,35.91402969,58.581666665,50
0,763.2166667,7.2,26.5,1.1,21.05916666625,38.406547620000005,43.50693936,58.144999999999996,30
0,763.2,7.2,26.0,1.1,21.04791666625,38.342,30.1756132,57.728333335,30
0,763.15,7.8000000012,26.0,1.38,21.00741666625,38.241970237500006,26.72670152,57.163333335,30
0,763.1,8.3999999988,26.0,1.67,21.014999999999997,38.1813690475,17.34045154,56.66333333,30
0,763.05,9.0,26.0,1.95,21.024916666249997,38.10660714249999,9.310444607,56.1,60
0,763.0,9.6000000012,26.0,2.23,21.035238094999997,38.04386012,23.97067741,55.19666667,60
0,762.95,10.199999998800001,26.0,2.52,21.044249999999998,37.97852083375,8.352961077,54.145,50
0,762.9,10.8,26.0,2.8,21.069464286249996,37.90017857125,43.64578909,53.048333335,50
0,762.8666667,11.4000000012,26.33333333,2.85,21.126166666249997,37.85133333374999,38.20424016,51.048333335,50
0,762.8333333,11.9999999988,26.66666667,2.9,21.20541666625,37.71309523875,10.78743972,48.298333335,50
0,762.8,12.6,27.0,2.95,21.241499999999995,37.62199999999999,1.715154317,46.183333335,50
0,762.7666667,13.2000000012,27.33333333,3.0,21.253571428750003,37.58125,36.31127693,44.966666665,60
0,762.7333333,13.7999999988,27.66666667,3.05,21.276583333749997,37.56583333375,37.12590411,43.43,50
0,762.7,14.4,28.0,3.1,21.39553571375,37.467633928750004,40.46056477,41.613333335,60
0,762.6833333,14.4,27.83333333,3.3,21.495416667499995,37.360416666249996,33.76637172,39.466666666500004,50
0,762.6666667,14.4,27.66666667,3.5,21.551726191249998,37.30499999999999,33.8033035,38.6833333335,50
0,762.65,14.4,27.5,3.7,21.532999999999998,37.26625,33.7949725,37.675,50
0,762.6333333,14.4,27.33333333,3.9,21.497738095,37.256071428750005,19.15910266,37.3783333335,50
0,762.6166667,14.4,27.16666667,4.1,21.49625,37.31,22.49616248,37.0983333335,50
0,762.6,14.4,27.0,4.3,21.542678571249997,37.314404762500004,23.39119976,36.5666666665,60
0,762.6166667,14.4,27.16666667,4.27,21.609166666249997,37.27125000000001,39.79598326,35.2333333315,70
0,762.6333333,14.4,27.33333333,4.23,21.6490625,37.21364583375,35.60888023,34.061666668499996,70
0,762.65,14.4,27.5,4.2,21.652678571249997,37.204910713749996,11.71940325,32.7283333335,40
0,762.6666667,14.4,27.66666667,4.17,21.656249999999996,37.22107142875,34.54705266,31.846666665,40
0,762.6833333,14.4,27.83333333,4.13,21.67416666625,37.23703869125,34.67982083,30.413333334999997,30
0,762.7,14.4,28.0,4.1,21.66458333375,37.23950000125,23.58538616,29.25,50
0,762.6666667,14.4,30.0,4.43,21.689583333749997,37.23791666625,25.28523648,29.1000000015,50
0,762.6333333,14.4,32.0,4.77,21.70208333375,37.22958333374999,19.32875779,29.166666665,60
0,762.6,14.4,34.0,5.1,21.738273808749998,37.18300000125,10.05249647,29.25,50
0,762.5666667,14.4,36.0,5.43,21.77113095375,37.13708333375,9.639662434,29.333333335,60
0,762.5333333,14.4,38.0,5.77,21.80933333375,37.09611904625,30.12235563,29.416666665,60
0,762.5,14.4,40.0,6.1,21.82857142875,37.0503571425,3.337799048,29.5,50
0,762.4333333,14.4,40.0,5.72,21.857499999999998,37.009821428749994,34.65836813,28.333333335,50
0,762.3666667,14.4,40.0,5.33,21.86166666625,36.96708333375,24.74009594,27.166666665,50
0,762.3,14.4,40.0,4.95,21.88005952375,36.93125,29.48901581,26.0,50
0,762.2333333,14.4,40.0,4.57,21.905916666249997,36.89475,23.44533041,24.833333335,50
0,762.1666667,14.4,40.0,4.18,21.918749999999996,36.7950595225,12.60959526,23.666666665,50
0,762.1,14.4,40.0,3.8,21.93958333375,36.48258333375,27.05394729,22.5,60
0,761.9666667,15.000000001200002,40.0,3.73,21.95857142875,36.2423214275,10.60791204,22.166666665,50
0,761.8333333,15.5999999988,40.0,3.67,21.982083333749998,36.15902083375,40.86904067,21.833333335,60
0,761.7,16.2,40.0,3.6,22.01678571375,36.114761905,0.413612113,21.5,70
0,761.5666667,16.8000000012,40.0,3.53,22.0125,35.9032083325,16.95881995,21.166666665,70
0,761.4333333,17.3999999988,40.0,3.47,22.03625,35.75799851125,20.98890545,20.833333335,60
0,761.3,18.0,40.0,3.4,22.054416666250003,35.4743452375,4.623820574,20.5,70
0,761.2333333,18.0,40.0,3.6,22.05110714125,34.8721071425,25.90952119,20.5,40
0,761.1666667,18.0,40.0,3.8,22.051011905,34.49869047625,44.77103259,20.5,60
0,761.1,18.0,40.0,4.0,22.08354762,34.38952381,11.29520407,20.5,60
10,761.0333333,18.0,40.0,4.2,22.1275,34.3755952375,38.16857493,20.5,60
0,760.9666667,18.0,40.0,4.4,22.161130953749996,34.42482143,35.8424662,20.5,80
0,760.9,18.0,40.0,4.6,22.19041666625,34.482761905,45.58791845,20.5,60
0,760.8,17.3999999988,40.0,4.42,22.21011904625,34.5167261925,43.67403943,20.166666665,60
0,760.7,16.8000000012,40.0,4.23,22.23041666625,34.54898809625,13.39286529,19.833333335,50
0,760.6,16.2,40.0,4.05,22.261666667500002,34.596666666249995,42.15241807,19.5,50
0,760.5,15.5999999988,40.0,3.87,22.256249999999998,34.6203571425,34.95775854,19.166666665,80
0,760.4,15.000000001200002,40.0,3.68,22.25558333375,34.61425,10.1590583,18.833333335,80
0,760.3,14.4,40.0,3.5,22.249166667499995,34.657559523749995,44.58116146,18.5,110
0,760.2333333,14.4,40.0,3.47,22.2334375,34.676949405,49.26538587,18.583333335,80
0,760.1666667,14.4,40.0,3.43,22.2415625,34.71125,46.88103693,18.666666665,90
0,760.1,14.4,40.0,3.4,22.26547619125,34.77541666625,38.45457041,18.75,90
0,760.0333333,14.4,40.0,3.37,22.25279762,34.80083333375,46.62241109,18.833333335,70
0,759.9666667,14.4,40.0,3.33,22.248749999999998,34.84069047625,17.94656358,18.916666665,80
0,759.9,14.4,40.0,3.3,22.256249999999998,34.855833332500005,5.02808626,19.0,80
0,759.8833333,14.4,38.16666667,3.75,22.259999999999998,34.89422619125,22.63892327,19.666666665,120
0,759.8166667,14.4,30.83333333,5.55,22.30166666625,35.81808333375,28.58486633,22.333333335,110
0,759.8,14.4,29.0,6.0,22.317916666249996,36.13874999875,2.972623939,23.0,120
0,759.7666667,14.4,30.83333333,5.98,22.326249999999998,36.20827380875,19.28471314,23.25,120
0,759.7,14.4,34.5,5.95,22.331749999999996,36.2383452375,17.96235155,23.75,150
0,759.6666667,14.4,36.33333333,5.93,22.333958333749997,36.25764881,47.52445449,24.0,130
0,759.6333333,14.4,38.16666667,5.92,22.330029762499997,36.195892856250005,32.36262278,24.25,120
10,759.6,14.4,40.0,5.9,22.30375,36.2557291675,46.50368497,24.5,150
0,759.5833333,14.4,40.0,6.03,22.276249999999997,36.2349166675,41.86391764,25.166666665,130
0,759.5666667,14.4,40.0,6.17,22.26833333375,36.19872023875,21.04213198,25.833333335,130
0,759.55,14.4,40.0,6.3,22.259999999999998,36.290437499999996,7.132538338,26.5,130
0,759.5333333,14.4,40.0,6.43,22.23916666625,36.374166666250005,13.76207443,27.166666665,130
0,759.5166667,14.4,40.0,6.57,22.222499999999997,36.39267857,18.19591341,27.833333335,100
0,759.5,14.4,40.0,6.7,22.20875,36.41879761875,36.47126181,28.5,90
0,759.5166667,13.7999999988,40.0,6.63,22.191041666249998,36.40869642875,33.89591069,28.833333335,120
0,759.5666667,11.9999999988,40.0,6.43,22.1128125,36.505,3.537063242,29.833333335,110
0,759.5833333,11.4000000012,40.0,6.37,22.11208333375,36.575,35.57686387,30.166666665,120
10,759.6,10.8,40.0,6.3,22.090297619999998,36.569226191249996,1.473392977,30.5,70
0,759.6333333,10.8,40.0,6.17,22.071250000000003,36.6198333325,17.39620448,30.083333335,70
0,759.6666667,10.8,40.0,6.03,22.071011905,36.8226190475,12.51526212,29.796666665,70
0,759.7,10.8,40.0,5.9,22.06708333375,37.044250000000005,16.01963934,29.7833333335,60
0,759.7333333,10.8,40.0,5.77,22.063333333750002,37.251547618749996,8.746667032,29.3966666685,70
0,759.7666667,10.8,40.0,5.63,22.04666666625,37.400333332500004,20.5093087,29.061666665,70
0,759.8,10.8,40.0,5.5,22.037916666250002,37.53726190375,8.967315161,28.7816666665,80
0,759.8666667,10.8,40.0,5.62,22.019166666249998,37.622416666250004,12.23071868,29.7166666665,70
0,759.9333333,10.8,40.0,5.73,22.010833333749996,37.730089285,19.2950001,30.91125,70
0,760.0,10.8,40.0,5.85,22.01708333375,37.83783333375,18.04169536,31.8983333335,70
0,760.0666667,10.8,40.0,5.97,21.999583333749996,37.90843005875,9.707213694,32.5633333335,60
0,760.1333333,10.8,40.0,6.08,21.999166666249998,37.999583333749996,21.10344811,32.966666666500004,70
0,760.2,10.8,40.0,6.2,21.981666666249996,38.114785713749995,1.872646052,33.466666666500004,60
0,760.1666667,11.4000000012,38.0,6.12,21.969821428749995,38.2398809525,43.478965,33.683333335,70
0,760.1333333,11.9999999988,36.0,6.03,21.96552083375,38.326699405,25.88381122,33.9333333315,60
0,760.1,12.6,34.0,5.95,21.974761904999998,38.42972916625,41.92644818,34.35,70
0,760.0666667,13.2000000012,32.0,5.87,21.93541666625,38.5425833325,1.601677598,34.5300000015,80
0,760.0333333,13.7999999988,30.0,5.78,21.943690476249998,38.63672619125,21.36485166,35.0133333315,70
0,760.0,14.4,28.0,5.7,21.939999999999998,38.6845,43.18905433,35.4833333335,70
0,760.05,12.6,28.0,5.65,21.922857142499996,38.7546071425,36.05728035,35.8166666665,70
0,760.1,10.8,28.0,5.6,21.907976191249997,38.8175,6.565850892,36.033333335,60
0,760.15,9.0,28.0,5.55,21.905416666249998,38.899166667500005,9.681322123,36.063333335,70
0,760.2,7.2,28.0,5.5,21.902380952499996,38.98071428625,37.98657656,36.3,60
0,760.25,5.4,28.0,5.45,21.909166666249995,39.06,29.50055093,36.466666665,40
0,760.3,3.6,28.0,5.4,21.896249999999995,39.08958333375,22.17032318,36.545,50
0,760.3,4.2000000012,27.83333333,5.48,21.882916666249997,39.088750000000005,29.70092189,37.331666665,50
0,760.3,4.7999999988,27.66666667,5.57,21.871874999999996,39.11781250125,6.270058628,38.178333335,60
0,760.3,5.4,27.5,5.65,21.862321428749997,39.110178571249996,37.75216046,39.08,80
0,760.3,6.0000000012,27.33333333,5.73,21.847499999999997,39.124,4.984941741,39.996666665,60
0,760.3,6.5999999987999995,27.16666667,5.82,21.8420833325,39.12017857125,19.60461152,40.95,70
0,760.3,7.2,27.0,5.9,21.832499999999996,39.135,29.967735,41.730000000000004,70
0,760.2833333,8.3999999988,27.33333333,5.7,21.83791666625,39.125833333749995,14.09090994,40.913333335,60
0,760.2666667,9.6000000012,27.66666667,5.5,21.838333333749997,39.1315,44.58001861,40.0799999985,70
0,760.25,10.8,28.0,5.3,21.812083333749996,39.10595238,12.91423236,39.3633333335,60
0,760.2333333,11.9999999988,28.33333333,5.1,21.79916666625,39.094375,47.77294018,38.833333335,80
0,760.2166667,13.2000000012,28.66666667,4.9,21.812083333749996,39.10333333375,31.56056304,38.216666665,70
0,760.2,14.4,29.0,4.7,21.813854166249996,39.11119791625,16.34575092,37.516666665,70
0,760.1666667,14.4,30.83333333,4.58,21.787916666250002,39.073750000000004,39.40343523,37.3983333315,70
0,760.1333333,14.4,32.66666667,4.47,21.78857142875,39.0731309525,16.74535241,37.278333335,60
0,760.1,14.4,34.5,4.35,21.761666666249997,39.0406547625,47.39020661,37.25,60
0,760.0666667,14.4,36.33333333,4.23,21.76071428625,39.02116666625,31.6180411,37.2,70
0,760.0333333,14.4,38.16666667,4.12,21.7575,39.03345238,14.26594945,37.26666667,70
0,760.0,14.4,40.0,4.0,21.75375,39.0366666675,30.75708625,37.313333335,60
0,759.9666667,14.4,38.16666667,4.0,21.74232142875,39.04428571375,17.05119854,37.95,80
0,759.9333333,14.4,36.33333333,4.0,21.7435,39.049,14.8457697,38.652916665,70
0,759.9,14.4,34.5,4.0,21.7383928575,39.05446428625,40.83155697,39.331666665,70
0,759.8666667,14.4,32.66666667,4.0,21.7270833325,39.051583333749996,41.24598958,40.0,70
0,759.8333333,14.4,30.83333333,4.0,21.70994047625,39.05744047625,34.2871897,40.76333333,50
0,759.8,14.4,29.0,4.0,21.70475,39.07333333375,17.99605894,41.831666665,70
0,759.7666667,15.000000001200002,30.83333333,4.08,21.70797619125,39.11375,13.79224574,42.898333335000004,60
0,759.7333333,15.5999999988,32.66666667,4.17,21.699166666249997,39.126547620000004,32.47706,44.03,70
0,759.7,16.2,34.5,4.25,21.692142857500002,39.122011904999994,23.59961489,45.196666665,70
0,759.6666667,16.8000000012,36.33333333,4.33,21.66083333375,39.2014583325,0.418810535,46.816666665,70
0,759.6333333,17.3999999988,38.16666667,4.42,21.653999999999996,39.278,6.069735147,48.116666665,80
10,759.6,18.0,40.0,4.5,21.66821428625,39.41644345375,27.24927248,49.483333335,120
0,759.6,16.8000000012,38.16666667,4.52,21.64783333375,39.488395833750005,0.671593763,50.43333333,50
0,759.6,15.5999999988,36.33333333,4.53,21.625833333750002,39.38875,24.57949996,51.29666667,40
0,759.6,14.4,34.5,4.55,21.616770833750003,39.14449999875,8.306788036,51.913333335000004,50
0,759.6,13.2000000012,32.66666667,4.57,21.616845238749995,38.92226190625,38.47626537,52.381666665,70
0,759.6,11.9999999988,30.83333333,4.58,21.60875,38.787583332500006,7.211622014,52.698333335,70
0,759.6,10.8,29.0,4.6,21.593333333749996,38.74095238125,46.23200578,52.898333335000004,90
0,759.75,10.8,29.0,4.9,21.545714286249996,38.5808928575,22.3010517,52.345,110
0,759.8,10.8,29.0,5.0,21.542499999999997,38.4965,43.72449844,52.298333335,80
0,759.85,10.8,29.0,5.1,21.566249999999997,38.396791666249996,37.32166798,52.181666665,100
10,759.9,10.8,29.0,5.2,21.574851191249998,38.583809523750006,14.70781871,51.931666665,70
20,759.9,10.8,30.83333333,5.12,21.585833333750003,38.48277381,13.00204116,50.964999999999996,100
10,759.9,10.8,32.66666667,5.03,21.591250000000002,38.308107142500006,43.63900683,49.52833333,80
20,759.9,10.8,34.5,4.95,21.623095238750004,38.17245238,3.029095288,47.233333335,80
10,759.9,10.8,36.33333333,4.87,21.689083333750002,38.005238095,49.50410047,45.563333334999996,70
20,759.8666667,15.5999999988,28.66666667,4.6,22.117083332500002,37.492499998750006,1.039293048,35.6000000015,130
0,759.7166667,18.0,26.66666667,5.45,22.5853571425,37.166999999999994,11.26227669,36.566666665,160
0,759.6333333,18.0,29.33333333,5.5,22.607023808749997,37.129761903749994,4.362707946,35.9500000015,130
0,759.55,18.0,32.0,5.55,22.583125000000003,37.0241071425,45.56613294,36.0133333335,90
0,758.9,21.6,40.0,5.5,22.79416666625,36.88257142875,33.53544981,31.0,110
0,758.8333333,21.6,40.0,5.28,22.79083333375,36.737178570000005,47.47856141,30.416666665,80
0,758.7666667,21.6,40.0,5.07,22.78678571375,36.55267857125,10.32650679,29.833333335,90
0,758.7,21.6,40.0,4.85,22.76750000125,36.37316666625,1.070199162,29.25,80
0,758.6333333,21.6,40.0,4.63,22.73625,36.2115178575,28.63892806,28.666666665,90
0,758.5666667,21.6,40.0,4.42,22.7058333325,36.13291666625,12.46190739,28.083333335,80
0,758.5,21.6,40.0,4.2,22.680416666249997,36.04443452375,49.05441975,27.5,80
0,758.4333333,21.6,40.0,4.45,22.662083333749997,36.01375000125,23.09479116,28.0,60
0,757.7666667,21.6,40.0,5.1,22.800559524999997,36.65375,47.78803991,29.5,150
0,757.6833333,21.6,40.0,4.95,22.7913333325,36.608928571250004,14.30995874,29.25,120
0,757.6,21.6,40.0,4.8,22.78,36.56547619125,31.59279631,29.2,130
0,757.55,20.9999999988,40.0,4.77,22.739583333749998,36.4908333325,8.301013941,29.3333333335,170
0,757.3,16.2,40.0,4.65,22.799821429999994,38.60702380875,14.39398463,31.2283333335,110
0,757.3,15.5999999988,40.0,4.67,22.78791666625,38.49904762125,29.9494323,31.7300000015,110
0,757.3,15.000000001200002,40.0,4.68,22.76583333375,38.34872767875,42.00785393,32.0833333315,110
0,757.3,14.4,40.0,4.7,22.732083333749998,38.12075,18.31934813,32.4483333335,110
0,757.2166667,15.000000001200002,40.0,4.73,22.68875,37.893035714999996,10.61187625,32.9616666665,110
0,757.1333333,15.5999999988,40.0,4.77,22.653666666249997,37.748249998750005,48.06220258,33.466666666500004,120
0,757.05,16.2,40.0,4.8,22.594821428749995,37.65702380875,40.22770642,34.0625,100
0,756.9666667,16.8000000012,40.0,4.83,22.57458333375,37.62958333375,1.493135234,34.8166666665,100
0,756.8833333,17.3999999988,40.0,4.87,22.5480952375,37.59136904625,12.75733204,35.446666665,90
0,756.8,18.0,40.0,4.9,22.50333333375,37.48375,14.43622009,35.966666665,90
0,756.7666667,17.3999999988,40.0,4.95,22.48154762,37.46047619125,0.802521594,36.56333333,120
0,756.7333333,16.8000000012,40.0,5.0,22.450416667499994,37.399499999999996,8.490430121,37.11666667,100
0,756.7,16.2,40.0,5.05,22.42875,37.34708333375,18.86029453,37.516666665,110
0,756.6666667,15.5999999988,40.0,5.1,22.409880952499996,37.280142856249995,49.41055649,37.966666665,100
0,756.6333333,15.000000001200002,40.0,5.15,22.372916666249996,37.23892857125,28.1034988,38.698333335,110
0,756.6,14.4,40.0,5.2,22.45962797625,40.29610119,18.28080749,39.648333335000004,100
0,756.65,15.000000001200002,40.0,5.25,22.537499999999998,41.48892857125001,48.01017412,40.781666665,100
0,756.7,15.5999999988,40.0,5.3,22.49291666625,41.61333333375,45.8135567,41.595,90
10,756.75,16.2,40.0,5.35,22.43166666625,41.750601190000005,13.69306706,42.348333335,50
0,756.8,16.8000000012,40.0,5.4,22.384166666249996,41.80684523875,27.03115683,43.29833333,50
0,756.85,17.3999999988,40.0,5.45,22.385,41.813869046250005,12.25305194,44.433333335,40
0,756.9,18.0,40.0,5.5,22.34904762,41.74041666625,24.65315912,45.113333335,50
0,756.9,18.0,38.16666667,5.48,22.327916666249997,41.64702380875,16.55162821,45.515,60
0,756.9,18.0,36.33333333,5.47,22.3021428575,41.571000000000005,10.62454464,45.815,50
0,756.9,18.0,34.5,5.45,22.274166666249997,41.40851190625,39.98313601,46.545,60
0,756.9,18.0,32.66666667,5.43,22.26166666625,41.28380952375,11.88551157,46.811666665000004,50
0,756.9,18.0,30.83333333,5.42,22.258333333749995,41.15957738,35.93805808,46.948333335,60
0,756.9,18.0,29.0,5.4,22.2325,41.05104166625,25.74339341,47.266666665,60
0,756.9166667,18.0,30.83333333,5.22,22.2045833325,40.910892858749996,23.52222732,47.133333335,60
0,756.9333333,18.0,32.66666667,5.03,22.19630952375,40.743333333749995,38.06100849,47.181666665,50
0,756.95,18.0,34.5,4.85,22.1835,40.606,27.00993076,48.015,50
0,756.9666667,18.0,36.33333333,4.67,22.138511903749997,40.4924404775,9.469738824,49.81666667,50
0,756.9833333,18.0,38.16666667,4.48,22.1125,40.43091666750001,35.65026917,51.15,60
0,757.0,18.0,40.0,4.3,22.09982142875,40.42023809625,13.56741769,53.516666665,50
0,757.0,18.0,37.83333333,4.55,22.091666666250003,40.4595833325,22.17469262,56.95,60
0,757.0,18.0,35.66666667,4.8,22.08333333375,40.4830059525,44.81826752,60.431666665,60
0,757.0,18.0,33.5,5.05,22.075833333749998,40.56479166625,24.02458478,63.561666665000004,50
0,757.0,18.0,31.33333333,5.3,22.07625,40.59978571375001,27.3368772,66.1,60
0,757.0,18.0,29.16666667,5.55,22.071547618750003,40.6275,42.23729518,68.06333333,60
0,757.0,18.0,27.0,5.8,22.046666666249997,40.651190475,35.41995824,69.863333335,50
0,756.9833333,17.3999999988,27.16666667,5.77,22.0421428575,40.67041666625,22.2517043,70.3,50
0,756.9666667,16.8000000012,27.33333333,5.73,22.022083332500003,40.68575,20.75023822,70.758333335,50
0,756.95,16.2,27.5,5.7,22.01708333375,40.69128571375,19.84279857,71.298333335,40
0,756.9333333,15.5999999988,27.66666667,5.67,21.9904166675,40.718333333749996,5.491673353,71.661666665,50
0,756.9166667,15.000000001200002,27.83333333,5.63,21.981249999999996,40.76125,21.80157964,71.948333335,60
0,756.9,14.4,28.0,5.6,21.9725,40.76372619,40.52701053,72.181666665,50
0,756.85,14.4,30.0,5.47,21.945625,40.77150297625,36.2815358,71.866666665,60
0,756.8,14.4,32.0,5.33,21.9425,40.7625,15.0042697,71.1,60
0,756.75,14.4,34.0,5.2,21.930761904999997,40.7403452375,3.806432814,70.24666666499999,50
0,756.7,14.4,36.0,5.07,21.912916666249995,40.70309523875,6.585831847,69.346666665,60
0,756.65,14.4,38.0,4.93,21.90732142875,40.667738095000004,37.84645931,68.53166666999999,60
0,756.6,14.4,40.0,4.8,21.88005952375,40.651607142500005,40.04187202,67.865,50
0,756.6,15.000000001200002,40.0,4.68,21.88241666625,40.63424999875,34.26222818,67.498333335,50
0,756.6,15.5999999988,40.0,4.57,21.892321428749998,40.60666666624999,0.590268802,67.195,50
0,756.6,16.2,40.0,4.45,21.86875,40.574300595,36.68059621,67.013333335,50
0,756.6,16.8000000012,40.0,4.33,21.86166666625,40.54033333375,35.91494896,66.74666667,50
0,756.6,17.3999999988,40.0,4.22,21.84947916625,40.50306547499999,22.54063084,66.63,60
0,756.6,18.0,40.0,4.1,21.83,40.47,23.4183679,66.6,40
0,756.5666667,17.3999999988,40.0,4.15,21.81571428625,40.431666666249996,36.00235459,66.816666665,70
0,756.5333333,16.8000000012,40.0,4.2,21.802500000000002,40.400000000000006,35.96536713,67.433333335,50
0,756.5,16.2,40.0,4.25,21.7975,40.388333332500004,39.02833675,67.85,60
0,756.4666667,15.5999999988,40.0,4.3,21.792916666249997,40.362500000000004,32.12387919,68.281666665,50
0,756.4333333,15.000000001200002,40.0,4.35,21.779583333749997,40.32125,17.71465186,68.465,60
0,756.4,14.4,40.0,4.4,21.76291666625,40.30166666625,47.10830417,68.498333335,50
0,756.3666667,13.7999999988,40.0,4.37,21.75875,40.28461904625,9.921314358,68.028333335,50
0,756.3333333,13.2000000012,40.0,4.33,21.74220238125,40.23690476125,26.18039858,67.613333335,50
0,756.3,12.6,40.0,4.3,21.712833333749998,40.2128125,47.04277308,68.013333335,50
0,756.2666667,11.9999999988,40.0,4.27,21.7175,40.17583333375,27.05147027,68.513333335,50
